"symbol","name","sector","exchange","emp_count","start_adj_close","end_adj_close","delta_adj_close","start_vol","end_vol","delta_vol","div_count","div_action","split_count","split_action","market_cap","cap_size"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","New York Stock Exchange Inc.",349,29.9577236175537,28.7900009155273,-1.16772270202637,432400,1788600,1356200,1,1,0,0,2982889216,"Medium Cap"
"MRTN","MARTEN TRANSPORT LTD","Industrials","NASDAQ",4213,16.2582187652588,13.75,-2.50821876525879,354100,1204000,849900,1,1,0,0,1075331328,"Small Cap"
"NEO","NEOGENOMICS INC","Health Care","NASDAQ",2100,14.1800003051758,9.85999965667725,-4.32000064849854,1203400,2530800,1327400,0,0,0,0,1127887488,"Small Cap"
"TRML","TOURMALINE BIO INC","Health Care","NASDAQ",74,17.8799991607666,17.1499996185303,-0.729999542236328,171700,825400,653700,0,0,0,0,329543680,"Small Cap"
"TPG","TPG INC CLASS A","Financials","NASDAQ",1850,67.8694915771484,50,-17.8694915771484,651400,2593000,1941600,1,1,0,0,15144616960,"Large Cap"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","New York Stock Exchange Inc.",7172,223.039993286133,236.770004272461,13.7300109863281,919600,1192400,272800,0,0,0,0,34764881920,"Large Cap"
"ASTH","ASTRANA HEALTH INC","Health Care","NASDAQ",1800,37.1399993896484,30.8899993896484,-6.25,642300,679500,37200,0,0,0,0,1363635456,"Small Cap"
"PKG","PACKAGING CORP OF AMERICA","Materials","New York Stock Exchange Inc.",14900,240.55387878418,194.410003662109,-46.1438751220703,657300,2535000,1877700,1,1,0,0,16494611456,"Large Cap"
"STEM","STEM INC","Industrials","New York Stock Exchange Inc.",624,0.700999975204468,0.419999986886978,-0.28099998831749,12803000,3685100,-9117900,0,0,0,0,56960052,"Small Cap"
"NYT","NEW YORK TIMES CLASS A","Communication","New York Stock Exchange Inc.",5900,52.3891868591309,48.5133018493652,-3.87588500976562,1650800,4784800,3134000,0,0,0,0,7745461760,"Medium Cap"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","New York Stock Exchange Inc.",1226,43.783821105957,38.8499984741211,-4.93382263183594,178600,1171000,992400,1,1,0,0,1304722944,"Small Cap"
"NVR","NVR INC","Consumer Discretionary","New York Stock Exchange Inc.",6300,8347.0498046875,7184.7900390625,-1162.259765625,28400,62700,34300,0,0,0,0,22003052544,"Large Cap"
"YMAB","Y MABS THERAPEUTICS INC","Health Care","NASDAQ",100,6.19000005722046,5,-1.19000005722046,278700,1136000,857300,0,0,0,0,205290624,"Small Cap"
"TALO","TALOS ENERGY INC","Energy","New York Stock Exchange Inc.",600,10.6499996185303,9.15999984741211,-1.48999977111816,2031600,3130700,1099100,0,0,0,0,1258619392,"Small Cap"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","New York Stock Exchange Inc.",6733,127.115943908691,130.034729003906,2.91878509521484,738100,1167200,429100,0,0,0,0,16537867264,"Large Cap"
"HNI","HNI CORP","Industrials","New York Stock Exchange Inc.",8100,50.896842956543,43.3600006103516,-7.53684234619141,216400,2404500,2188100,1,1,0,0,1979944960,"Small Cap"
"CCK","CROWN HOLDINGS INC","Materials","New York Stock Exchange Inc.",25000,86.6195220947266,87.6999969482422,1.08047485351562,1372300,5027500,3655200,1,1,0,0,9736083456,"Medium Cap"
"SEZL","SEZZLE INC","Financials","NASDAQ",251,38.2933311462402,39.3216667175293,1.02833557128906,1245000,612000,-633000,0,0,0,0,971601216,"Small Cap"
"HLNE","HAMILTON LANE INC CLASS A","Financials","NASDAQ",700,156.576141357422,150.639999389648,-5.93614196777344,428600,1209300,780700,1,1,0,0,7732877824,"Medium Cap"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","NASDAQ",2969,192.593109130859,173.360000610352,-19.2331085205078,1982400,3574300,1591900,1,1,0,0,61737058304,"Large Cap"
"META","META PLATFORMS INC CLASS A","Communication","NASDAQ",72404,615.912048339844,596.25,-19.6620483398438,11674000,25015900,13341900,1,1,0,0,1278814191616,"Large Cap"
"MATV","MATIV HOLDINGS INC","Materials","New York Stock Exchange Inc.",5400,9.74504470825195,6.09000015258789,-3.65504455566406,561500,14021200,13459700,1,1,0,0,264955536,"Small Cap"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","NASDAQ",184,13.6700000762939,13.710000038147,0.0399999618530273,1464900,2077200,612300,0,0,0,0,967995008,"Small Cap"
"FNKO","FUNKO INC CLASS A","Consumer Discretionary","NASDAQ",1280,13.3299999237061,7.30000019073486,-6.02999973297119,706400,1717000,1010600,0,0,0,0,283177760,"Small Cap"
"ESAB","ESAB CORP","Industrials","New York Stock Exchange Inc.",7700,128.479995727539,118.959999084473,-9.51999664306641,194700,443300,248600,0,0,0,0,6493254656,"Medium Cap"
"CMPX","COMPASS THERAPEUTICS","Health Care","NASDAQ",32,2.60999989509583,2.30999994277954,-0.299999952316284,848900,1021100,172200,0,0,0,0,201891728,"Small Cap"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","New York Stock Exchange Inc.",2850,17.1599998474121,15.2200002670288,-1.9399995803833,1455700,3107800,1652100,0,0,0,0,2941002496,"Medium Cap"
"ADMA","ADMA BIOLOGICS INC","Health Care","NASDAQ",624,16.1599998474121,19.7999992370605,3.63999938964844,3233500,8552100,5318600,0,0,0,0,4279446272,"Medium Cap"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","New York Stock Exchange Inc.",5000,92.4100036621094,73.5899963378906,-18.8200073242188,1546400,2666900,1120500,0,0,0,0,9467016192,"Medium Cap"
"MAN","MANPOWER INC","Industrials","New York Stock Exchange Inc.",27900,60.7400016784668,57.6800003051758,-3.06000137329102,648700,1525800,877100,0,0,0,0,2439371008,"Medium Cap"
"CNS","COHEN & STEERS INC","Financials","New York Stock Exchange Inc.",405,88.5672225952148,78.9199981689453,-9.64722442626953,225800,569900,344100,1,1,0,0,3860619264,"Medium Cap"
"GH","GUARDANT HEALTH INC","Health Care","NASDAQ",1768,45.1300010681152,46.0999984741211,0.969997406005859,7159400,2065100,-5094300,0,0,0,0,5008424448,"Medium Cap"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","NASDAQ",16790,13.289999961853,11.6000003814697,-1.6899995803833,44540100,36684600,-7855500,0,0,0,0,12675259392,"Large Cap"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","NASDAQ",82,78.2600021362305,37.1199989318848,-41.1400032043457,505900,268700,-237200,0,0,0,0,658328512,"Small Cap"
"CPRT","COPART INC","Industrials","NASDAQ",13086,57.439998626709,53.6300010681152,-3.80999755859375,3807500,5952400,2144900,0,0,0,0,52661727232,"Large Cap"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","NASDAQ",5126,32.4500007629395,42.1500015258789,9.70000076293945,40097600,64539600,24442000,0,0,0,0,17697603584,"Large Cap"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","New York Stock Exchange Inc.",7386,584.549987792969,566.390014648438,-18.1599731445312,235400,407700,172300,0,0,0,0,23201695744,"Large Cap"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Financials","NASDAQ",592,5.64132642745972,5.73999977111816,0.0986733436584473,535900,1999600,1463700,1,1,0,0,683350528,"Small Cap"
"SCSC","SCANSOURCE INC","Information Technology","NASDAQ",2300,51.6800003051758,35.3300018310547,-16.3499984741211,129900,2271700,2141800,0,0,0,0,710240128,"Small Cap"
"UBSI","UNITED BANKSHARES INC","Financials","NASDAQ",2651,38.318790435791,34.3800010681152,-3.93878936767578,498500,3629300,3130800,1,1,0,0,4540730880,"Medium Cap"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","New York Stock Exchange Inc.",12196,119.870002746582,90.6999969482422,-29.1700057983398,1436500,1154900,-281600,0,0,0,0,3341376768,"Medium Cap"
"LH","LABCORP HOLDINGS INC","Health Care","New York Stock Exchange Inc.",67000,243.293075561523,234.210006713867,-9.08306884765625,622800,851200,228400,1,1,0,0,18832500736,"Large Cap"
"RLAY","RELAY THERAPEUTICS INC","Health Care","NASDAQ",294,4.65999984741211,3.05999994277954,-1.59999990463257,2441800,3426800,985000,0,0,0,0,339044000,"Small Cap"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","New York Stock Exchange Inc.",19400,28.7954406738281,27.1499996185303,-1.64544105529785,1306300,2198800,892500,1,1,0,0,2799613440,"Medium Cap"
"NAVI","NAVIENT CORP","Financials","NASDAQ",4500,14.0950260162354,13.3299999237061,-0.765026092529297,680300,2983000,2302700,1,1,0,0,1139354624,"Small Cap"
"HVT","HAVERTY FURNITURE COMPANIES INC","Consumer Discretionary","New York Stock Exchange Inc.",2574,22.2988777160645,20.8600006103516,-1.43887710571289,63600,230700,167100,1,1,0,0,303850368,"Small Cap"
"CMI","CUMMINS INC","Industrials","New York Stock Exchange Inc.",75500,365.431549072266,322.100006103516,-43.33154296875,1038900,1244200,205300,1,1,0,0,38240215040,"Large Cap"
"KURA","KURA ONCOLOGY INC","Health Care","NASDAQ",142,7.3899998664856,7.84000015258789,0.450000286102295,2903900,2172600,-731300,0,0,0,0,475646944,"Small Cap"
"NVRI","ENVIRI CORP","Industrials","New York Stock Exchange Inc.",13000,9.4399995803833,6.75,-2.6899995803833,1173800,4280700,3106900,0,0,0,0,438762912,"Small Cap"
"SEPN","SEPTERNA INC","Health Care","NASDAQ",68,18.7000007629395,5.92000007629395,-12.7800006866455,355800,325300,-30500,0,0,0,0,243544896,"Small Cap"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","New York Stock Exchange Inc.",1046,29.8099994659424,34.75,4.94000053405762,11636000,49693300,38057300,0,0,0,0,5774094336,"Medium Cap"
"RPAY","REPAY HOLDINGS CORP CLASS A","Financials","NASDAQ",512,7.48000001907349,5.73999977111816,-1.74000024795532,432400,759600,327200,0,0,0,0,481248032,"Small Cap"
"GRAL","GRAIL INC","Health Care","NASDAQ",1360,18.4899997711182,30.2900009155273,11.8000011444092,800600,1740700,940100,0,0,0,0,754168192,"Small Cap"
"XRX","XEROX HOLDINGS CORP","Information Technology","NASDAQ",17300,9.25876140594482,5.37574100494385,-3.88302040100098,1936300,34303400,32367100,0,0,0,0,501124000,"Small Cap"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","NASDAQ",2284,63.5200004577637,54.4300003051758,-9.09000015258789,663300,2121600,1458300,0,0,0,0,2416770304,"Medium Cap"
"ON","ON SEMICONDUCTOR CORP","Information Technology","NASDAQ",30000,55.6100006103516,43.7799987792969,-11.8300018310547,6336200,17838900,11502700,0,0,0,0,14223051776,"Large Cap"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","NASDAQ",20935,401.932952880859,404,2.06704711914062,254700,493300,238600,1,1,0,0,15137386496,"Large Cap"
"CAC","CAMDEN NATIONAL CORP","Financials","NASDAQ",600,44.7999992370605,41.0400009155273,-3.7599983215332,88700,642100,553400,0,0,0,0,614890624,"Small Cap"
"EPR","EPR PROPERTIES REIT","Real Estate","New York Stock Exchange Inc.",55,46.7822151184082,51.0967674255371,4.31455230712891,628400,1119100,490700,2,1,0,0,3562865920,"Medium Cap"
"PINS","PINTEREST INC CLASS A","Communication","New York Stock Exchange Inc.",4549,32.0699996948242,32.4199981689453,0.349998474121094,14342500,15163900,821400,0,0,0,0,17484949504,"Large Cap"
"GNTY","GUARANTY BANCSHARES INC","Financials","New York Stock Exchange Inc.",488,38.520149230957,39.2058792114258,0.68572998046875,73700,77100,3400,0,0,0,0,424667104,"Small Cap"
"CABA","CABALETTA BIO INC","Health Care","NASDAQ",136,2.59999990463257,1.74000000953674,-0.859999895095825,1576600,1214300,-362300,0,0,0,0,56324840,"Small Cap"
"NAT","NORDIC AMERICAN TANKERS LTD","Energy","New York Stock Exchange Inc.",17,2.66000008583069,2.55999994277954,-0.100000143051147,3615200,5313300,1698100,0,0,0,0,467969728,"Small Cap"
"LYEL","LYELL IMMUNOPHARMA INC","Health Care","NASDAQ",224,0.569000005722046,0.578999996185303,0.00999999046325683,885000,1287200,402200,0,0,0,0,137222432,"Small Cap"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","New York Stock Exchange Inc.",1050,24.3173160552979,20.6499996185303,-3.66731643676758,5494100,11327200,5833100,1,1,0,0,24284706816,"Large Cap"
"RDVT","RED VIOLET INC","Information Technology","NASDAQ",183,35.346019744873,38.6399993896484,3.29397964477539,52400,79700,27300,1,1,0,0,492032576,"Small Cap"
"BCML","BAYCOM CORP","Financials","NASDAQ",336,27.017505645752,24.9500007629395,-2.0675048828125,24800,57300,32500,1,1,0,0,269348416,"Small Cap"
"ARMK","ARAMARK","Consumer Discretionary","New York Stock Exchange Inc.",262550,38.4836196899414,34.4199981689453,-4.06362152099609,2724600,3331400,606800,1,1,0,0,8313692672,"Medium Cap"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","New York Stock Exchange Inc.",40220,12.710000038147,12.5299997329712,-0.180000305175781,22410200,31157500,8747300,0,0,0,0,13378988032,"Large Cap"
"TTD","TRADE DESK INC CLASS A","Communication","NASDAQ",3115,124.5,56.310001373291,-68.189998626709,4083800,9045600,4961800,0,0,0,0,22939156480,"Large Cap"
"YELP","YELP INC","Communication","New York Stock Exchange Inc.",4713,40.2099990844727,35.75,-4.45999908447266,597700,2671000,2073300,0,0,0,0,2319083776,"Medium Cap"
"INBK","FIRST INTERNET BANCORP","Financials","NASDAQ",287,35.8170623779297,27.4963264465332,-8.32073593139648,32500,42700,10200,0,0,0,0,206642624,"Small Cap"
"SES","SES AI CORP CLASS A","Industrials","New York Stock Exchange Inc.",300,0.882000029087067,0.52700001001358,-0.355000019073486,22595200,16798200,-5797000,0,0,0,0,191008912,"Small Cap"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","New York Stock Exchange Inc.",17300,29.5396366119385,23.1499996185303,-6.3896369934082,641300,1201000,559700,1,1,0,0,3801070080,"Medium Cap"
"HURN","HURON CONSULTING GROUP INC","Industrials","NASDAQ",5896,128.75,140.869995117188,12.1199951171875,58100,511400,453300,0,0,0,0,2468824320,"Medium Cap"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","New York Stock Exchange Inc.",22293,58.3363037109375,63.5299987792969,5.19369506835938,950700,5236900,4286200,1,1,0,0,16521400320,"Large Cap"
"BDX","BECTON DICKINSON","Health Care","New York Stock Exchange Inc.",70000,239.28092956543,230.229995727539,-9.05093383789062,1918000,4372900,2454900,1,1,0,0,59534569472,"Large Cap"
"CINF","CINCINNATI FINANCIAL CORP","Financials","NASDAQ",5426,139.29280090332,144.75,5.45719909667969,823700,3566700,2743000,0,0,0,0,20618043392,"Large Cap"
"FORM","FORMFACTOR INC","Information Technology","NASDAQ",2115,42.9000015258789,31.1100006103516,-11.7900009155273,790000,1575400,785400,0,0,0,0,1862917248,"Small Cap"
"CTRE","CARETRUST REIT INC","Real Estate","New York Stock Exchange Inc.",17,26.8754768371582,28.3087024688721,1.43322563171387,1225000,3150400,1925400,0,0,0,0,5248906240,"Medium Cap"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","NASDAQ",51000,87.3399963378906,81.4899978637695,-5.84999847412109,2861800,4304400,1442600,0,0,0,0,27671099392,"Large Cap"
"SDGR","SCHRODINGER INC","Health Care","NASDAQ",900,21.3299999237061,21.7999992370605,0.469999313354492,989100,1486800,497700,0,0,0,0,1316882432,"Small Cap"
"TCBX","THIRD COAST BANCSHARES INC","Financials","NASDAQ",358,33.6100006103516,33.4000015258789,-0.209999084472656,45800,94000,48200,0,0,0,0,390501632,"Small Cap"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","New York Stock Exchange Inc.",620,89.5951538085938,81.4483261108398,-8.14682769775391,190600,494000,303400,0,0,0,0,3861676544,"Medium Cap"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","New York Stock Exchange Inc.",82700,122.726684570312,151.479995727539,28.7533111572266,5963600,11194600,5231000,1,1,0,0,234438508544,"Large Cap"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","New York Stock Exchange Inc.",3597,9.56999969482422,10.9499998092651,1.38000011444092,2761900,3593800,831900,0,0,0,0,1719765248,"Small Cap"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","New York Stock Exchange Inc.",2246,81.1618347167969,80.7900009155273,-0.371833801269531,421100,1830400,1409300,1,1,0,0,6986376192,"Medium Cap"
"PODD","INSULET CORP","Health Care","NASDAQ",3000,276.079986572266,268.320007324219,-7.75997924804688,633800,1299500,665700,0,0,0,0,17223651328,"Large Cap"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","NASDAQ",6600,7.23999977111816,8.10000038146973,0.860000610351562,854800,1835900,981100,0,0,0,0,2362353664,"Medium Cap"
"TYRA","TYRA BIOSCIENCES INC","Health Care","NASDAQ",49,15.9099998474121,10.6899995803833,-5.22000026702881,187000,343700,156700,0,0,0,0,410916576,"Small Cap"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","NASDAQ",2149,30.1499996185303,20.4300003051758,-9.71999931335449,6208500,3263800,-2944700,0,0,0,0,542697856,"Small Cap"
"CTO","CTO REALTY GROWTH INC","Real Estate","New York Stock Exchange Inc.",33,19.4419441223145,18.8799991607666,-0.561944961547852,190500,432300,241800,1,1,0,0,597806528,"Small Cap"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","New York Stock Exchange Inc.",9400,551.736389160156,477.029998779297,-74.7063903808594,460100,857500,397400,1,1,0,0,28700510208,"Large Cap"
"SVV","SAVERS VALUE VILLAGE INC","Consumer Discretionary","New York Stock Exchange Inc.",22000,11.4300003051758,7.01000022888184,-4.42000007629395,518500,1127200,608700,0,0,0,0,1218877440,"Small Cap"
"BKR","BAKER HUGHES CLASS A","Energy","NASDAQ",57000,46.8117980957031,44.1100006103516,-2.70179748535156,9639300,20139200,10499900,1,1,0,0,35068293120,"Large Cap"
"RNR","RENAISSANCERE HOLDING LTD","Financials","New York Stock Exchange Inc.",925,256.784454345703,236.339996337891,-20.4444580078125,319700,1416200,1096500,1,1,0,0,11401806848,"Large Cap"
"LSEA","LANDSEA HOMES CORP","Consumer Discretionary","NASDAQ",497,8.19999980926514,6.95499992370605,-1.24499988555908,258000,1936800,1678800,0,0,0,0,227064368,"Small Cap"
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Real Estate","NASDAQ",0,3.72038674354553,3.44000005722046,-0.280386686325073,460400,1496500,1036100,1,1,0,0,209016000,"Small Cap"
"KIM","KIMCO REALTY REIT CORP","Real Estate","New York Stock Exchange Inc.",660,22.2380065917969,20.75,-1.48800659179688,6525100,10869600,4344500,1,1,0,0,13127920640,"Large Cap"
"VSTS","VESTIS CORP","Industrials","New York Stock Exchange Inc.",20000,16.277530670166,10,-6.27753067016602,779800,16974000,16194200,1,1,0,0,1051325120,"Small Cap"
"WOW","WIDEOPENWEST INC","Communication","New York Stock Exchange Inc.",1360,4.44000005722046,5.13000011444092,0.690000057220459,1004000,1670500,666500,0,0,0,0,380219008,"Small Cap"
"THRD","THIRD HARMONIC BIO INC","Health Care","NASDAQ",51,6,3.5,-2.5,377200,458900,81700,0,0,0,0,156961568,"Small Cap"
"APPS","DIGITAL TURBINE INC","Information Technology","NASDAQ",754,2.16000008583069,3.51999998092651,1.35999989509583,3520000,2886700,-633300,0,0,0,0,246766432,"Small Cap"
"VOYA","VOYA FINANCIAL INC","Financials","New York Stock Exchange Inc.",9000,69.5592575073242,67.8899993896484,-1.66925811767578,750100,3570700,2820600,1,1,0,0,5407744000,"Medium Cap"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","New York Stock Exchange Inc.",178000,247.361373901367,229.330001831055,-18.0313720703125,2011700,4380600,2368900,1,1,0,0,50248683520,"Large Cap"
"WEC","WEC ENERGY GROUP INC","Utilities","New York Stock Exchange Inc.",7000,99.367546081543,106.809997558594,7.44245147705078,2205200,5327000,3121800,1,1,0,0,33160599552,"Large Cap"
"BRKR","BRUKER CORP","Health Care","NASDAQ",9707,60.0046653747559,44.4500007629395,-15.5546646118164,1300000,2205200,905200,1,1,0,0,5531163648,"Medium Cap"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","New York Stock Exchange Inc.",3347,28.5188369750977,27.5699996948242,-0.948837280273438,178900,1015100,836200,1,1,0,0,676946624,"Small Cap"
"ARW","ARROW ELECTRONICS INC","Information Technology","New York Stock Exchange Inc.",22100,119.26000213623,104.400001525879,-14.8600006103516,710100,3018200,2308100,0,0,0,0,4789426176,"Medium Cap"
"FI","FISERV INC","Financials","New York Stock Exchange Inc.",42000,208.979995727539,218.089996337891,9.11000061035156,2014200,3538000,1523800,0,0,0,0,110932803584,"Large Cap"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","New York Stock Exchange Inc.",14800,246.822296142578,223.209136962891,-23.6131591796875,932300,2324300,1392000,0,0,0,0,12205841408,"Large Cap"
"FCN","FTI CONSULTING INC","Industrials","New York Stock Exchange Inc.",8382,195.229995727539,160.539993286133,-34.6900024414062,595300,1379300,784000,0,0,0,0,5673958912,"Medium Cap"
"NGNE","NEUROGENE INC","Health Care","NASDAQ",91,16.6200008392334,14.210000038147,-2.41000080108643,202000,425500,223500,0,0,0,0,131231184,"Small Cap"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","New York Stock Exchange Inc.",18000,110.283714294434,110.493270874023,0.209556579589844,2935900,2943100,7200,0,0,0,0,21367422976,"Large Cap"
"TOWN","TOWNEBANK","Financials","NASDAQ",2724,34.2595634460449,34.219856262207,-0.0397071838378906,137900,555500,417600,0,0,0,0,2304042240,"Medium Cap"
"TFIN","TRIUMPH FINANCIAL INC","Financials","NASDAQ",1543,91.2699966430664,61.5900001525879,-29.6799964904785,131900,451800,319900,0,0,0,0,1206848000,"Small Cap"
"NVCR","NOVOCURE LTD","Health Care","NASDAQ",1453,26.9599990844727,19.3299999237061,-7.6299991607666,617100,1078300,461200,0,0,0,0,1812498304,"Small Cap"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","NASDAQ",515,44.1800003051758,49.75,5.56999969482422,267900,470300,202400,0,0,0,0,1997977984,"Small Cap"
"UNM","UNUM","Financials","New York Stock Exchange Inc.",10553,75.0306091308594,81.3399963378906,6.30938720703125,876700,10362400,9485700,1,1,0,0,12581289984,"Large Cap"
"BEN","FRANKLIN RESOURCES INC","Financials","New York Stock Exchange Inc.",10200,19.4910373687744,19.5402088165283,0.0491714477539062,3628700,12327300,8698600,0,0,0,0,9199719424,"Medium Cap"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","NASDAQ",8180,11.8999996185303,12.0799999237061,0.180000305175781,1241700,1259200,17500,0,0,0,0,720450176,"Small Cap"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","NASDAQ",702,30.1299991607666,24.1399993896484,-5.98999977111816,1461300,2736400,1275100,0,0,0,0,2506554368,"Medium Cap"
"WLDN","WILLDAN GROUP INC","Industrials","NASDAQ",1616,38.7700004577637,41.9599990844727,3.18999862670898,101100,323300,222200,0,0,0,0,557574144,"Small Cap"
"IRMD","IRADIMED CORP","Health Care","NASDAQ",148,60.1476402282715,52.3300018310547,-7.8176383972168,32600,64300,31700,1,1,0,0,634737792,"Small Cap"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","NASDAQ",411000,277.099914550781,237.490005493164,-39.6099090576172,2772900,4301000,1528100,1,1,0,0,59089539072,"Large Cap"
"KFRC","KFORCE INC","Industrials","New York Stock Exchange Inc.",1700,56.4500427246094,48.4199981689453,-8.03004455566406,75400,417900,342500,1,1,0,0,893443904,"Small Cap"
"MTUS","METALLUS INC","Materials","New York Stock Exchange Inc.",1840,15.1899995803833,12.9200000762939,-2.26999950408936,269600,1155300,885700,0,0,0,0,488031712,"Small Cap"
"XERS","XERIS BIOPHARMA HOLDINGS INC","Health Care","NASDAQ",377,3.33999991416931,5.80999994277954,2.47000002861023,1354100,6259800,4905700,0,0,0,0,678875392,"Small Cap"
"SSTK","SHUTTERSTOCK INC","Communication","New York Stock Exchange Inc.",1274,31.4317951202393,19.5799999237061,-11.8517951965332,616700,704400,87700,1,1,0,0,550028736,"Small Cap"
"SJM","JM SMUCKER","Consumer Staples","New York Stock Exchange Inc.",9000,102.377769470215,109.699996948242,7.32222747802734,900800,2326900,1426100,1,1,0,0,12254982144,"Large Cap"
"HQY","HEALTHEQUITY INC","Health Care","NASDAQ",3126,104.73999786377,84.879997253418,-19.8600006103516,591600,1740900,1149300,0,0,0,0,6815916544,"Medium Cap"
"ELV","ELEVANCE HEALTH INC","Health Care","New York Stock Exchange Inc.",104900,387.594512939453,427.190002441406,39.5954895019531,1999100,3034700,1035600,1,1,0,0,97095131136,"Large Cap"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","NASDAQ",126,38.0999984741211,52.6500015258789,14.5500030517578,461100,3695700,3234600,0,0,0,0,2727918080,"Medium Cap"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","NASDAQ",1700,148.779998779297,106.889999389648,-41.8899993896484,527800,1515500,987700,0,0,0,0,6665306624,"Medium Cap"
"CLX","CLOROX","Consumer Staples","New York Stock Exchange Inc.",7400,158.766265869141,144.839996337891,-13.92626953125,1560600,1553400,-7200,1,1,0,0,17722114048,"Large Cap"
"PANW","PALO ALTO NETWORKS INC","Information Technology","NASDAQ",15289,183.509994506836,182.320007324219,-1.18998718261719,6421700,8565900,2144200,0,0,0,0,101678694400,"Large Cap"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","New York Stock Exchange Inc.",2300,23.5799999237061,22.8799991607666,-0.700000762939453,100500,173400,72900,0,0,0,0,270979232,"Small Cap"
"FLS","FLOWSERVE CORP","Industrials","New York Stock Exchange Inc.",16000,64.4803695678711,50.3594169616699,-14.1209526062012,1332600,2206900,874300,0,0,0,0,5279022080,"Medium Cap"
"CHCO","CITY HOLDING","Financials","NASDAQ",940,120.040000915527,118.120002746582,-1.91999816894531,62700,276800,214100,0,0,0,0,1654441216,"Small Cap"
"DHR","DANAHER CORP","Health Care","New York Stock Exchange Inc.",61000,243.738220214844,211.038101196289,-32.7001190185547,2338100,6457700,4119600,0,0,0,0,130047344640,"Large Cap"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","Consumer Discretionary","New York Stock Exchange Inc.",32000,8.57999992370605,6.75,-1.82999992370605,2844900,4093000,1248100,0,0,0,0,1149892864,"Small Cap"
"FTV","FORTIVE CORP","Industrials","New York Stock Exchange Inc.",18000,80.6488647460938,74.7900009155273,-5.85886383056641,2452800,4733800,2281000,1,1,0,0,21822795776,"Large Cap"
"KRRO","KORRO BIO INC","Health Care","NASDAQ",101,37.6100006103516,23.7600002288818,-13.8500003814697,46300,105900,59600,0,0,0,0,135012384,"Small Cap"
"RGTI","RIGETTI COMPUTING INC","Information Technology","NASDAQ",134,13.9799995422363,9.06999969482422,-4.90999984741211,228136700,58440000,-169696700,0,0,0,0,2143709952,"Medium Cap"
"TRN","TRINITY INDUSTRIES INC","Industrials","New York Stock Exchange Inc.",9480,38.5099983215332,29.3799991607666,-9.1299991607666,493300,1258800,765500,0,0,0,0,2048149248,"Medium Cap"
"ACIC","AMERICAN COASTAL INSURANCE CORP","Financials","NASDAQ",71,12.3699998855591,11.9300003051758,-0.439999580383301,154500,220300,65800,0,0,0,0,522214912,"Small Cap"
"XOM","EXXON MOBIL CORP","Energy","New York Stock Exchange Inc.",62000,110.481773376465,115.5,5.01822662353516,20416300,41102800,20686500,1,1,0,0,452745854976,"Large Cap"
