Ticker,Market Cap
HUBG,2045069184.0
CXT,2577350400.0
PSMT,2613347840.0
BANF,3338454016.0
SYNA,1890753408.0
BRZE,3241499392.0
PRVA,2665246464.0
LXP,2354638592.0
PK,1889446912.0
AI,2520713472.0
PFS,2021460480.0
CNS,3860619264.0
JOBY,4222699264.0
SG,2449286656.0
SLVM,2413492224.0
FOLD,2304300032.0
VAC,1886124672.0
TMDX,2277934592.0
CVBF,2352563456.0
PRCT,2808361984.0
OUT,2329998592.0
VCEL,2101696896.0
LCID,6911819776.0
CXW,2121862400.0
TBBK,2111111296.0
RNG,2051222272.0
COLM,3809798144.0
VAL,2100425216.0
PTON,1961523968.0
ACVA,2370896896.0
BOKF,5778668544.0
LCII,2072421504.0
IOSP,2156006656.0
CON,2641625088.0
PII,2052107264.0
BANR,1947667968.0
DOCN,2637742336.0
SMG,2954671616.0
LOAR,6496535552.0
HWKN,2241286656.0
FFBC,2110774528.0
ACHR,3363313920.0
AEO,1887303040.0
PAR,2108372864.0
AAP,2094756736.0
ATKR,1859593728.0
RIG,1916676480.0
NATL,1795902208.0
APLS,2506554368.0
TDC,1894778368.0
MQ,1871034624.0
CAKE,2359052288.0
VCYT,2256502016.0
CPRI,1712053248.0
APAM,2475408896.0
CURB,2438860544.0
SAM,2744243968.0
AVPT,2704310528.0
MRCY,2603293952.0
AZZ,2300929280.0
UE,2296036352.0
FORM,1862917248.0
HNI,1979944960.0
CHEF,2049425024.0
HHH,3397303808.0
TRN,2048149248.0
SPB,1645145088.0
ENR,2051693952.0
RIOT,2500485120.0
PPC,11860979712.0
YOU,3406719232.0
TRMK,1873828224.0
KAR,1924397952.0
TOWN,2304042240.0
QDEL,1897269888.0
IPAR,3344740608.0
TWST,2158773248.0
ACAD,2565214720.0
FRME,2086772864.0
VSEC,2189498880.0
PBF,1734720000.0
AIN,1883748352.0
TDW,1790133504.0
HBI,1652550016.0
COTY,4394844672.0
OII,1732356864.0
WAFD,2058354688.0
RKT,30604419072.0
BHVN,1897388416.0
PAYO,2234693376.0
BIRK,8240057856.0
PI,2083281280.0
RRR,3875198464.0
NTB,1555446272.0
IVT,2104596480.0
VC,1959003264.0
WLY,2264612096.0
LBTYK,3664546560.0
PHIN,1551733120.0
LIVN,1953947264.0
SHOO,1744447104.0
PRK,2306051072.0
BATRK,2396538368.0
ALHC,3474077696.0
AIR,1808078336.0
AMKR,3671372288.0
IPGP,2217633024.0
JJSF,2613649408.0
PRDO,1680155520.0
FWONA,19872139264.0
PYCR,4071692800.0
HAYW,2637518080.0
VERX,5533241344.0
FIVN,1743620864.0
AGX,1637194752.0
SSRM,1860377600.0
DIOD,1630781056.0
SYBT,1858037760.0
KNTK,2647670016.0
SHO,1663915904.0
ENOV,1853019392.0
VSH,1610167680.0
NMRK,2700462336.0
POWL,1984039936.0
CALX,2098100992.0
OI,1628664448.0
LZB,1541310976.0
MTX,1774606976.0
LBTYA,3667974144.0
KLIC,1554518784.0
EFSC,1768709376.0
TTMI,1806821504.0
NBTB,1834865152.0
WKC,1406817664.0
STRA,1998716032.0
ZD,1436857856.0
STC,1879990784.0
SXI,1662640512.0
CC,1587063296.0
TARS,1936575104.0
PINC,1931461248.0
ECG,1713572992.0
SDRL,1196016128.0
CENTA,2107297664.0
DV,2066849408.0
UEC,1809248896.0
GRBK,2573330944.0
CASH,1610286592.0
PPBI,1857392000.0
CRGY,2021258880.0
WERN,1727701888.0
NEOG,1692163200.0
REVG,1512016384.0
CLVT,2342450688.0
BUSE,1726606208.0
CLSKW,
MYRG,1699222656.0
GOLF,3632296704.0
PD,1417274752.0
FBK,1900137344.0
CCS,2013810048.0
ABR,2124350976.0
KMT,1478355456.0
PGNY,1930340480.0
PRKS,2295810048.0
CRK,5014773760.0
NVCR,1812498304.0
AGM,1832441984.0
DVAX,1569498112.0
ROCK,1558202752.0
CSGS,1650436480.0
DNOW,1608403968.0
STNG,1590339712.0
BFA,
EPC,1430945536.0
HE,1719765248.0
BCRX,1427196800.0
AMBA,1779824512.0
WRBY,1907154944.0
IGT,2935539200.0
SMMT,12806125568.0
CNMD,1738310912.0
HMN,1696732544.0
EXTR,1464287616.0
PLUS,1520861056.0
SGRY,2693910528.0
AGYS,1939303296.0
HI,1407703808.0
BANC,2091556736.0
MIRM,2060066816.0
SKWD,1997977984.0
DAN,1640852224.0
SHC,2931110656.0
AGIO,1475950080.0
NCNO,2497852672.0
MBC,1596888960.0
OSW,1589891712.0
OFG,1589956224.0
CHCO,1654441216.0
ARCB,1473053568.0
ACLS,1365109504.0
BEAM,1524556800.0
LMND,2051342080.0
DRH,1467270912.0
RAMP,1596012160.0
DNLI,1710632704.0
ADUS,1822923520.0
AS,13158332416.0
TGLS,3043176192.0
SEM,2038905088.0
KWR,1871348352.0
IIPR,1513768064.0
VYX,1190227328.0
SBCF,1942538496.0
GNL,1754288256.0
GBX,1430293120.0
ALG,2004493696.0
AVDX,1602817408.0
SLNO,3094450688.0
SUPN,1827366784.0
ANDE,1319991040.0
RGTI,2143709952.0
LGND,1917260160.0
HTH,1853821696.0
PAGS,2391102720.0
IART,1511173760.0
ICFI,1550291584.0
CWK,2081528960.0
UFPT,1434910464.0
CAR,2435300096.0
APGE,1877384704.0
RPD,1514783616.0
MTRN,1537760384.0
HLMN,1580605312.0
LMAT,1799725056.0
SJW,1826880512.0
VRE,1740896896.0
CRI,1347295360.0
OMCL,1531317248.0
MNKD,1440277376.0
ATRC,1530420224.0
BHE,1176302208.0
ELME,1407588480.0
ARQT,1747537664.0
UPWK,1607910144.0
VSCO,1337161856.0
JBLU,1396099584.0
BTU,1272806528.0
TGI,1942397568.0
BLX,1238746112.0
MLKN,1177435904.0
LNN,1301578240.0
PRM,1399358464.0
VSTS,1051325120.0
QS,2094661376.0
CABO,1434513664.0
LGIH,1511686656.0
KN,1118920576.0
JOE,2615345664.0
UPBD,1262170752.0
WOR,2325044224.0
CORZ,2117317376.0
IMAX,1289546112.0
TRIP,1641065472.0
UNFI,1488287616.0
MCY,2783831040.0
MGNI,1297995136.0
ARI,1210955264.0
ARWR,1466545536.0
AMRX,3435382784.0
STR,2470325760.0
WABC,1212607488.0
DBRG,1324078720.0
MSGE,1420417152.0
NGVT,1145287168.0
KGS,2750597632.0
INFA,5044325376.0
JBGS,1291154816.0
CODI,1273745536.0
DDS,5045766144.0
CUBI,1367564544.0
ADEA,1217837312.0
AMR,1416478976.0
WMK,2090543744.0
HRMY,1677932288.0
STEL,1318457472.0
ACMR,1281532800.0
DJT,3770310400.0
NWN,1658228608.0
TNC,1400685824.0
ASTH,1363635456.0
RLJ,1038375168.0
ANIP,1469410688.0
UTI,1372885376.0
WGS,2246025216.0
UVV,1333652736.0
AZTA,1330655872.0
IESC,3212659968.0
WT,1166090624.0
TPB,968496384.0
XHR,1039202752.0
PZZA,1188328960.0
INMD,1066218880.0
QCRH,1091817472.0
RUN,1581207808.0
GTY,1638724992.0
FCF,1437641856.0
NNI,3737286400.0
FBNC,1496914176.0
GO,1333803264.0
NIC,1530013824.0
PEB,1010032064.0
COCO,1592194432.0
AIV,1111609472.0
TRUP,1459130624.0
LBRDA,11053144064.0
NTCT,1385583232.0
INSW,1414833792.0
IDYA,1287675136.0
ATSG,1475947136.0
ALEX,1202646656.0
QBTS,1847152640.0
LKFN,1399416832.0
HCI,1475791616.0
GEF,2559918592.0
LLYVA,5928442368.0
KLG,1661878272.0
SOC,1648783104.0
LTC,1576681216.0
ROG,1128171392.0
SNDR,3801070080.0
RXRX,1704441728.0
SONO,1023518400.0
THS,1300270592.0
CTS,1081979392.0
PMT,1187389824.0
TDOC,1266068864.0
TALO,1258619392.0
REYN,5032909824.0
UI,16541073408.0
TFIN,1206848000.0
HELE,1023021120.0
KYMR,1433316224.0
ALKT,2419493376.0
SMR,1615017600.0
PHR,1428756992.0
APOG,990756992.0
INVA,1110609792.0
BLBD,1041363008.0
SCL,1093010432.0
PLAB,1112965376.0
MSEX,1140507008.0
AESI,2288536832.0
UAA,2227999488.0
EIG,1170607104.0
JAMF,1397422848.0
WWW,954589952.0
LENB,
EVRI,1165180160.0
STBA,1296529152.0
NHC,1436246656.0
NAVI,1139354624.0
OCUL,1010584832.0
NWBI,1425617792.0
NEO,1127887488.0
DHT,1517273088.0
UA,2227996160.0
INOD,938051968.0
UNIT,1135664896.0
LADR,1347323648.0
LZ,1380545664.0
VRNT,944502144.0
VSAT,1149168000.0
CNNE,1060597376.0
USLM,2454806016.0
ADNT,974458688.0
EWTX,1210172928.0
NBHC,1304722944.0
ASAN,3298011392.0
TWO,1200425472.0
GIII,1123409920.0
CSTM,1207028480.0
SPNT,1861992448.0
HLIT,975051456.0
VECO,1038801472.0
SDGR,1316882432.0
TPC,1070183360.0
PWP,1379572992.0
TNDM,1122069248.0
DESP,1581973120.0
SPT,1167880832.0
HOPE,1190620032.0
AGL,1711057536.0
AUPH,1072617664.0
CRAI,1125904768.0
VRTS,1095603968.0
FL,1200223616.0
MD,1159386240.0
MFA,982179904.0
ESRT,2106747648.0
APPN,1954790656.0
HLX,1021312192.0
LQDA,1100350592.0
BHLB,1091764096.0
TVTX,1330687744.0
PRA,1188904960.0
ACT,5033751040.0
SAFT,1135495680.0
LEG,970312000.0
CSR,1066291456.0
BFC,965482240.0
PRG,1023235968.0
DBD,1435158656.0
VBTX,1174904960.0
LFST,2553412096.0
FLYW,1124696320.0
BKD,1163097984.0
DK,747961152.0
NN,1562964352.0
TILE,1076628992.0
DRVN,2637775616.0
NVEE,1174098560.0
PCRX,1068980224.0
EVH,1164744064.0
ENVX,1206938880.0
CERT,1537721984.0
UMH,1473635328.0
AMPH,1267969152.0
AMWD,851511808.0
DFIN,1149763072.0
SCS,1214551040.0
TCBK,1196495872.0
SFL,964547968.0
CLDX,1047536320.0
PEBO,973083072.0
MCRI,1347490304.0
BBSI,1019632512.0
CENX,1383937920.0
HUT,1182919936.0
KOS,726415552.0
FA,2363246848.0
COMM,783950784.0
OXM,849837760.0
WGO,922876416.0
FIZZ,3997582592.0
CGON,1310930688.0
FDP,1464576128.0
BTSG,3000804096.0
FBRT,979998016.0
FUBO,956135552.0
FOXF,873874816.0
RDFN,1289167744.0
IMKTA,1179932160.0
LMB,786790656.0
DOLE,1336688896.0
LC,985306944.0
DEA,1097439872.0
VITL,1426419200.0
IDT,1233809152.0
SBSI,819226560.0
MRC,843617344.0
KW,1055761216.0
ARDX,1084519808.0
LILAK,1085979136.0
COLL,904188864.0
PLUG,1185447168.0
ARR,1205117696.0
FIHL,1712204160.0
VICR,1901731456.0
TXG,913595904.0
DCOM,1098378496.0
JBI,968145984.0
LGFB,
SAFE,1270610560.0
EYE,891041472.0
AORT,991245504.0
BKE,1840192896.0
IMVT,2476573184.0
GERN,878927488.0
HLIO,880015936.0
RSI,2330773248.0
IRON,1424934272.0
KALU,817100352.0
CXM,1842379136.0
OCFC,882455488.0
APLD,1096682880.0
PRLB,766738432.0
CNA,12675999744.0
PDM,831045440.0
AMSF,954610560.0
MDXG,1040403968.0
XPRO,921713792.0
ROOT,1708024064.0
USPH,1019363072.0
CIM,950031296.0
MODG,1149892864.0
AAT,1448199808.0
SNDX,967995008.0
PENG,815362752.0
KFRC,893443904.0
KSS,798193088.0
SBH,875784896.0
NXRT,1838237184.0
THR,844273920.0
GOGL,1369450880.0
ATEN,1104112384.0
NEXT,1479310464.0
CCB,1197320832.0
VERA,1358974848.0
KNSA,1479035904.0
EFC,1127133696.0
UCTT,825018496.0
CNOB,829268672.0
CWH,809285696.0
HLF,838090112.0
NTST,1254853248.0
WINA,1148147328.0
GBTG,3147957504.0
AMC,1144667520.0
VRDN,977005120.0
TNK,1185154432.0
SRCE,1340861184.0
GABC,1308416384.0
WTTR,1046133312.0
CBL,736274368.0
NVAX,1003666496.0
PARR,702213632.0
SXC,700870528.0
FMBH,756161920.0
DXPE,1152804992.0
OBK,948255424.0
SGHC,3028771584.0
CWENA,
CBRL,828424832.0
DGII,890008704.0
ERII,791905856.0
XMTR,1005021952.0
GSAT,2356897536.0
CDNA,957759616.0
ELVN,915892288.0
COUR,1009343616.0
SCSC,710240128.0
TROX,833510144.0
ADPT,1109907456.0
NSSC,738220416.0
ECPG,742011520.0
TRS,865223488.0
SABR,830050560.0
WSR,696371584.0
HCKT,750616064.0
SPHR,957294720.0
LOB,1109515136.0
BRSP,654596608.0
THRM,777010816.0
MXL,787938880.0
SWI,3180434944.0
PRO,797245632.0
BLFS,979413952.0
SPRY,1255933440.0
AAMI,851042240.0
IOVA,983630976.0
DX,1097381760.0
CPF,650236864.0
HFWA,730462272.0
RDVT,492032576.0
QNST,878086720.0
HG,1960594432.0
ATEC,1474644096.0
HSTM,951376256.0
AMN,778530240.0
CFFN,683350528.0
NX,831253312.0
STAA,785260352.0
BDN,694220032.0
UVE,626255424.0
BHRB,753934464.0
PNTG,845945088.0
UTZ,1207447040.0
ARIS,1482095360.0
AHCO,1362156800.0
FSLY,734267968.0
NTGR,576511936.0
RVLV,1339125760.0
CARS,684445248.0
BJRI,716759168.0
ORC,703003328.0
TMP,837755200.0
BLND,901027136.0
RXST,658375552.0
LQDT,914107392.0
DYN,936641856.0
ASTE,719922304.0
CMPR,1077706112.0
PRAA,757003904.0
MCBS,643452928.0
MBWM,640486528.0
UVSP,753754176.0
ARLO,867649856.0
BELFB,759824256.0
LEU,912524416.0
RYI,674283584.0
TREE,615569856.0
EVER,773781824.0
PGRE,954739200.0
SEB,2521558016.0
LPG,742230016.0
HCSG,740021056.0
VTOL,769914432.0
STGW,1416415488.0
PCT,1074677888.0
VMEO,783046976.0
BZH,635607168.0
MMI,1238264832.0
ALGT,853647872.0
ARRY,667341440.0
CDRE,1143927424.0
XPEL,753522432.0
RBCAA,1187166336.0
EMBC,697612800.0
WS,1136342144.0
DHC,550018048.0
RUSHB,4020500736.0
SAH,1901830272.0
WULF,997411968.0
MYGN,742343040.0
OSBC,666248064.0
OEC,649822528.0
SIBN,571843264.0
NRIX,738722944.0
SMBK,469696800.0
UTL,926190144.0
BRKL,876789248.0
TRNS,700351488.0
BY,1077324032.0
CTLP,545568448.0
RC,813482944.0
MRTN,1075331328.0
PFBC,1006623232.0
PRCH,573881280.0
ML,970811776.0
AGS,494275616.0
AXGN,719256384.0
CTBI,843724928.0
REPL,574530432.0
HSII,834148480.0
IBTA,1231401600.0
HAFC,616606400.0
PLYM,678185408.0
FNA,1095377920.0
MBIN,1532795648.0
ORRF,520989216.0
NG,881493504.0
CNXN,1544707712.0
SBGI,915946944.0
UWMC,9868616704.0
IAS,1154384000.0
WLFC,972467136.0
ATRO,790016384.0
SPNS,1433506688.0
RWT,711459008.0
TFSL,3285348352.0
LINC,484001696.0
CAL,540818688.0
JANX,1523138432.0
AAOI,542697856.0
HTB,564811200.0
NBBK,659439360.0
SPTN,683016320.0
PPTA,667365056.0
NRIM,377131296.0
BV,1173694976.0
CMRE,1073650944.0
CLB,561360448.0
BOW,1249674880.0
GRAL,754168192.0
AVDL,657079936.0
SENEA,602127040.0
HONE,413609568.0
ODC,631167680.0
BLMN,577529472.0
DAKT,579270464.0
AIOT,565813440.0
PRSU,872356096.0
MOFG,544746880.0
RDUS,816165888.0
INVX,1005143680.0
CECO,692801984.0
MATW,618754624.0
HROW,838586816.0
BXC,604451584.0
DFH,2092988800.0
OMI,630396672.0
CCRN,476110848.0
FIGS,645204416.0
UDMY,982497600.0
UFCS,683777600.0
DLX,668525120.0
GDYN,1150262912.0
ASIX,544509888.0
DAVE,927062336.0
AVNS,617362944.0
AMPL,1149169664.0
PLAY,648196288.0
FTRE,582692032.0
REX,614842560.0
GCMG,2330393600.0
SHEN,677475328.0
BBW,486524384.0
DEC,1049785664.0
CVLG,527290976.0
FG,4602532352.0
OSPN,527589536.0
COHU,622104448.0
AMSC,623463296.0
NWPX,394332032.0
GRC,854491968.0
NECB,268596096.0
ETD,676946624.0
KREF,656902016.0
PRAX,658328512.0
NTLA,686317696.0
VVX,1436013184.0
ABUS,618480384.0
ESQ,606474176.0
FCBC,663609792.0
EGBN,589174080.0
OPK,1229131392.0
MLAB,586829888.0
ZYME,761867008.0
TIPT,816992128.0
XRX,501124000.0
AVXL,696675776.0
OLO,971193600.0
ICHR,603459008.0
ECVT,653734208.0
HOV,618814976.0
NPKI,437100224.0
AOSL,543589184.0
PAX,1574651520.0
CCBG,577288000.0
BFST,645128896.0
FLNG,1130303360.0
AMTB,752021760.0
RGR,648358016.0
TRST,539398720.0
MCW,2362353664.0
VTS,836765504.0
ADTN,594117632.0
PL,958135744.0
EXPI,1441054720.0
HBNC,584952704.0
MBUU,559802432.0
HIPO,569605376.0
NFE,1494795136.0
EBTC,433573184.0
NNE,795213760.0
IBCP,588916224.0
BCML,269348416.0
REAL,588496640.0
SLQT,550860800.0
IE,628358080.0
YEXT,744996608.0
NVRI,438762912.0
NYMT,532536320.0
INN,456666176.0
FBIZ,369151264.0
PLSE,1014488896.0
DJCO,523685120.0
HTBK,520421376.0
LYTS,460490368.0
EQBK,628037056.0
UHAL,10425406464.0
SITC,614198656.0
CSV,588134272.0
BASE,745523968.0
OMER,409931136.0
DCO,806482624.0
IIIV,794280768.0
VTLE,531794912.0
ITIC,429513088.0
FWRD,398886048.0
PUMP,539573888.0
SEI,1071248000.0
ANGI,604364800.0
CAC,614890624.0
GLRE,446915104.0
CEVA,508813344.0
OPEN,714835776.0
SNCY,534596960.0
WEAV,695400896.0
NGVC,942701632.0
BBAI,823669952.0
BBUC,1665541120.0
UUUU,729937216.0
GOGO,977244032.0
WVE,925520640.0
TTI,330984992.0
CVI,1614527744.0
GOOD,645817280.0
IRMD,634737792.0
CASS,550844992.0
TALK,442989312.0
OFIX,568948032.0
UNTY,389530848.0
IBRX,2415240704.0
FRPH,533299168.0
LENZ,583358656.0
FIP,425003648.0
NCMI,544499392.0
MPB,469189440.0
NAGE,467668640.0
XNCR,612313920.0
AMAL,810454208.0
VEL,610578240.0
JACK,459199616.0
HTZ,1135285760.0
PFIS,413428832.0
DAWN,731783104.0
KOP,503477504.0
SWBI,402184704.0
GDEN,652170624.0
GSBC,599371968.0
PDFS,659458688.0
BHB,424961920.0
TK,488706080.0
BORR,418825184.0
CRMD,381965344.0
FOR,1069757696.0
EOLS,679742848.0
COGT,543064512.0
PGC,446767520.0
FMNB,454760512.0
ZVRA,380975936.0
SYRE,770687040.0
SHLS,524885536.0
WNC,435135296.0
MTUS,488031712.0
TBPH,417531840.0
HRTG,441673440.0
MCB,553285184.0
BVS,551086976.0
BATRA,2398281216.0
FRBA,341475904.0
ANAB,567642496.0
INGM,3707902464.0
ACIC,522214912.0
DGICA,651907648.0
JBSS,797442560.0
THFF,520013024.0
NABL,1282977280.0
TRML,329543680.0
KELYA,427213856.0
CARE,337479840.0
TRC,420754432.0
ZIP,513268864.0
GHM,293069952.0
PLTK,1816553600.0
ORGO,490824352.0
NFBK,425127680.0
AVBP,558545984.0
JELD,492559520.0
MLR,455398560.0
SMBC,534990368.0
LMNR,308572928.0
ACEL,818819712.0
GRNT,640983744.0
UHT,545713664.0
GLDD,543600832.0
CCSI,400274816.0
MTAL,672889920.0
ODP,413579808.0
SCHL,486761760.0
AROW,403061344.0
CWBC,317384672.0
ACNB,406210208.0
EBF,504644416.0
STKL,484330720.0
IIIN,468277472.0
CTRI,1395921024.0
CGEM,433579840.0
PTLO,720450176.0
AMRK,512867776.0
EE,2792963328.0
VIR,765257984.0
CTO,597806528.0
RICK,352901824.0
PRTA,584561216.0
SEZL,971601216.0
HBCP,337759264.0
WRLD,646731392.0
OUST,387115200.0
ASC,353998848.0
LIF,2400273408.0
XERS,678875392.0
PLOW,517635136.0
AMBP,1709421824.0
LGFA,
EHAB,411411968.0
MNRO,457327360.0
CLBK,1405476608.0
PLPC,663920832.0
BCAL,403406144.0
GNTY,424667104.0
SPOK,317515456.0
PGY,722863744.0
SMP,509382240.0
SCVL,541314048.0
TBCH,209896272.0
PSFE,848018304.0
LXU,391051232.0
KODK,427985984.0
GDOT,403468960.0
NAT,467969728.0
LGTY,507446464.0
SVRA,492004000.0
MCS,483679456.0
IMXI,375795968.0
HNRG,438978784.0
FC,268196000.0
MEG,410763680.0
GNK,500267424.0
OLP,538595648.0
MYE,387132480.0
BCAX,576311296.0
TRTX,609147776.0
CIFR,759210880.0
FSBW,281557856.0
CMCL,221890208.0
GRND,3575583744.0
HPP,374180000.0
OBT,255114144.0
HZO,429167968.0
LIND,437237088.0
CIVB,286525536.0
CLW,400519648.0
ARHS,1089502720.0
RPAY,481248032.0
OIS,225743344.0
EVCM,1756866560.0
FARO,453472800.0
NLOP,421016736.0
SRDX,419158720.0
ALX,1029680768.0
LOCO,276927968.0
GEFB,
ACCO,349584544.0
RES,933348992.0
AXL,403515552.0
CZNC,295093184.0
BFS,1172811264.0
TSBK,229435184.0
ETNB,842327680.0
ATEX,627490368.0
PX,1054156992.0
FISI,444123168.0
SPFI,514515552.0
FWRG,991232640.0
BIGC,430745824.0
RCKT,545945600.0
CMPO,1015958208.0
HBT,664956544.0
CWCO,381788928.0
SEMR,1249916416.0
MNMD,409250400.0
PRTH,521645952.0
BAND,353503936.0
NBN,701764992.0
RIGL,307958112.0
YORW,497873216.0
PHLT,202036176.0
SD,357708288.0
BGS,520729344.0
SVC,323275776.0
CCNE,425270688.0
BWB,339158528.0
DSGR,1195632512.0
MBCN,206477216.0
VREX,341392672.0
HIFS,480461696.0
WTBA,313423040.0
HY,654269184.0
CMCO,416311872.0
DNTH,517858240.0
FPI,499309344.0
HOUS,364451712.0
DNUT,751022976.0
REFI,297318752.0
MLNK,1272761216.0
WSBF,245554656.0
ANGO,369929760.0
CTKB,475239872.0
ONIT,216823808.0
ETWO,603224704.0
CNDT,402956704.0
HTLD,668858816.0
MGTX,447895808.0
AHH,694041984.0
FSBC,538988864.0
SSTK,550028736.0
FFIC,381676704.0
MGPI,576212416.0
ALT,326538048.0
INBK,206642624.0
CCO,455753920.0
KLC,1299246080.0
AMBC,327857216.0
PACS,1480398080.0
WASH,509467328.0
RRBI,332105344.0
DIN,329771680.0
CSTL,529506816.0
KURA,475646944.0
CYH,343742368.0
DSP,779276800.0
EGY,338202176.0
RM,274592672.0
AVO,717825216.0
EVLV,449017472.0
PUBM,400350240.0
REAX,858722112.0
MSBI,344341888.0
CHCT,485453888.0
SAGE,421758976.0
URGN,472467584.0
SLP,516450496.0
ACTG,283453696.0
FMAO,308256736.0
ARVN,451143680.0
ACCD,576411520.0
BMBL,616125312.0
ALRS,423477632.0
TCMD,312151904.0
PBPB,263537184.0
CLFD,359081408.0
ASPN,449113248.0
AQST,267941504.0
FDBC,241606928.0
AIP,245279712.0
BYRN,339101312.0
REPX,526234688.0
ILPT,209016000.0
KRNY,371979072.0
ORIC,346610784.0
BMRC,322815520.0
DHIL,373189184.0
GMRE,1051256768.0
TITN,346885504.0
CVGW,420584672.0
AMRC,568495744.0
JMSB,215273024.0
USNA,481686656.0
TSVT,259075072.0
LAB,405515008.0
NBR,416987136.0
XPER,313165920.0
KE,326086400.0
MVBF,212230832.0
SFST,254970400.0
PARAA,7883684864.0
HVT,303850368.0
FNLC,273625344.0
OOMA,334788000.0
METCV,
HAIN,339328320.0
ZIMV,263713936.0
RCUS,727127680.0
LAND,362932544.0
CENT,2107300096.0
ULH,650300480.0
PKST,443667840.0
RYAM,332423968.0
CLDT,313532736.0
CRMT,360630624.0
MTSR,1764839936.0
FRST,208165136.0
PACK,338619712.0
GTN,403847104.0
IMNM,515617664.0
RBBN,593947136.0
CRSR,709344064.0
GCT,533283808.0
MCFT,263014240.0
TWI,413312960.0
VPG,270979232.0
TTGT,659522240.0
FLGT,520395712.0
LUNR,795030720.0
SHBI,401894016.0
ANIK,198605760.0
GIC,837101888.0
TSHA,250102448.0
WOLF,410707488.0
MITK,337970432.0
TG,234639392.0
RMNI,294886080.0
TMCI,485294912.0
ARCT,247061376.0
PGEN,364613344.0
ESPR,243354256.0
SFIX,366427456.0
ENFN,1003954240.0
MLYS,778702592.0
THRY,477515808.0
MATV,264955536.0
LASR,325565824.0
JAKK,228720032.0
PACB,366357952.0
ABSI,290364832.0
IPI,342032128.0
ARKO,439929792.0
CLMB,456373952.0
AKBA,462378880.0
URG,219735120.0
NUS,320214848.0
PKE,249264256.0
GCI,418527936.0
ERAS,328588544.0
LXFR,269292928.0
ZUMZ,251177104.0
WLDN,557574144.0
NUVB,562207168.0
CRNC,297209120.0
PAHC,777264128.0
CMP,380592608.0
FLIC,248988304.0
KRUS,526202624.0
BLFY,195996832.0
PANL,270060864.0
MTW,277511648.0
UIS,280008288.0
VMD,271908608.0
QTRX,230406656.0
CZFS,266958672.0
ZEUS,322936928.0
NEWT,265273168.0
RBB,277121472.0
HNST,455243776.0
WOOF,791908224.0
ONTF,210779504.0
NVEC,279443328.0
SANA,333036992.0
CMTG,433418944.0
LILA,1087893888.0
ALNT,345071456.0
HYLN,225517792.0
ALDX,112849440.0
KIDS,563672768.0
OCGN,193313280.0
FLNC,782476160.0
CTOS,794291520.0
CELC,327310784.0
MOV,335686368.0
WOW,380219008.0
TDUP,305592864.0
EPM,157225408.0
MBI,217601008.0
BOC,444436544.0
BWMN,373413824.0
SHYF,281554368.0
RGP,171960352.0
CAPR,413826400.0
NNOX,280552800.0
KALV,532454080.0
INDI,305316832.0
DMRC,249311504.0
OSUR,232628288.0
IVR,475188896.0
KROS,404808736.0
HDSN,239936784.0
LOVE,222696752.0
WEST,597404288.0
GCO,198689408.0
BRY,183001904.0
ACDC,826518464.0
SKYT,292770112.0
SEAT,536929536.0
DBI,142006592.0
MXCT,283494400.0
AMPS,798896512.0
PAYS,104539280.0
FLWS,356166720.0
SIGA,385044864.0
CVRX,305141920.0
APPS,246766432.0
DENN,176563024.0
CRCT,1038277504.0
VNDA,241428240.0
RMR,268167632.0
CIO,201791008.0
MAX,525576160.0
AVNW,213979088.0
DDD,256166816.0
RGNX,315041568.0
CLNE,326463296.0
TRDA,298501120.0
MRVI,493411840.0
TH,650833600.0
DCGO,255977328.0
BLDE,204685824.0
GETY,558112960.0
UTMD,179942192.0
FULC,135488048.0
CMT,128957568.0
FFWM,391235648.0
CYRX,266771072.0
ADCT,116918880.0
ATXS,262701216.0
GLUE,242963712.0
LSEA,227064368.0
HRTX,319892992.0
INR,224600752.0
MEI,206292256.0
UPB,327209472.0
TRUE,123030960.0
HMST,214751088.0
ATNI,288105152.0
BHR,171531616.0
BSRR,354969952.0
GNE,404457984.0
KIND,536959808.0
EYPT,316839776.0
IRWD,216824048.0
BYON,209390512.0
EGHT,226513680.0
REI,187838672.0
CMPX,201891728.0
TBI,149133664.0
ASLE,361760320.0
BCBP,160641936.0
INSE,190755040.0
ONEW,224957648.0
EVGO,787250112.0
PSTL,410122624.0
EU,219527680.0
BTBT,367606560.0
ADV,417831680.0
RCEL,197681248.0
DOMO,265198944.0
KRRO,135012384.0
NRDS,612871552.0
TYRA,410916576.0
ARAY,161444672.0
HCAT,281544512.0
CERS,230379600.0
HOFT,98107264.0
BOOM,144264512.0
CHPT,264152864.0
LUNG,269023680.0
AVIR,238615312.0
AMCX,274082080.0
NVRO,224092480.0
AEHR,215707680.0
SVV,1218877440.0
MVIS,286655840.0
NVTS,344859296.0
STOK,321221536.0
SB,340022112.0
POWW,155571664.0
AURA,272723360.0
SEG,230697216.0
ACRE,221622272.0
CRGX,185130640.0
RLAY,339044000.0
EVC,175584256.0
PHAT,339828576.0
EAF,173449600.0
GPRE,264743248.0
WTI,183068640.0
FNKO,283177760.0
VERV,321440800.0
SSTI,197084528.0
AMPY,117368744.0
TCX,178728128.0
BYND,218496816.0
ANNX,185409904.0
RMAX,256810016.0
OLPX,737728256.0
NRC,284524192.0
NGNE,131231184.0
ALTG,135381968.0
IHRT,172874400.0
